name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,region,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count
Angie's Soul Cafe,3400 St Clair Ave,41.5141289,-81.668221,1,3.5,other,Southern,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,49
Restore Cold Pressed,1001 Huron Rd E,41.4997134,-81.6847825,2,4.5,Bars,other,other,TRUE,FALSE,free,none,TRUE,TRUE,FALSE,FALSE,9:0-16:0,,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,9:0-17:0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,140
Dynomite Burgers,1302 Euclid Ave,41.5005583,-81.6827204,2,3,Burgers,other,other,TRUE,FALSE,no,beer_and_wine,TRUE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,41
B & M Barbeque,18909 S Miles Rd,41.430808,-81.546037,,1.5,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Backyard Bocce,1059 Old River Rd,41.4997109,-81.7065365,,3.5,Bars,Italian,other,FALSE,FALSE,no,,TRUE,FALSE,TRUE,FALSE,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Athens Pizzeria,4341 Rocky River Dr,41.4369254,-81.8201005,1,4.5,Event Planning & Services,Italian,other,TRUE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,,,15:0-22:15,15:0-22:15,15:0-22:15,11:0-23:15,11:0-23:15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50
Ferrara's Imported Foods,5750 Mayfield Rd,41.5195457,-81.4721291,1,4.5,Delis,other,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44
Banter Beer & Wine,7320 Detroit Ave,41.48283385,-81.73539307,2,4.5,other,other,other,FALSE,FALSE,no,beer_and_wine,TRUE,FALSE,FALSE,FALSE,12:0-20:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,148
McDonald's,7015 Detroit Ave,41.48278388,-81.73372015,1,2,Fast Food,other,other,TRUE,TRUE,,none,FALSE,FALSE,FALSE,FALSE,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-0:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7
Mr. Hero,2033 Ontario St,41.498525,-81.692258,1,3.5,Burgers,other,other,TRUE,TRUE,free,,,FALSE,FALSE,FALSE,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
China Chef,6328 Pearl Rd,41.3887888,-81.7646407,1,3,other,Chinese,other,TRUE,TRUE,no,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,16
Starbucks,"230 W. Huron Rd, K18",41.498278,-81.693849,1,3.5,Fast Food,other,other,TRUE,FALSE,,,,,,,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,5:0-20:0,6:0-19:0,6:0-18:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,10
China House,10571 Saint Clair Ave,41.5400845,-81.613517,,3,other,Chinese,other,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Luca Italian Cuisine,2100 Superior Viaduct,41.4943598,-81.7046757,3,4.5,Bars,Italian,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,TRUE,17:0-21:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,225
Noble Beast Brewing,1470 Lakeside Ave E,41.5077834,-81.68638989,2,4.5,Bars,other,other,TRUE,FALSE,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,11:0-23:0,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,223
McDonald's,8210 Euclid Ave,41.50309057,-81.63005595,1,1,Fast Food,other,other,,TRUE,,,,,,,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,,,,,,,,,,,,,,13
Pizza Hut,"18235 Euclid Ave, Ste FF",41.5575249,-81.5511583,1,1,other,Italian,other,,TRUE,,,,,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,,,,,,,,,,,,,FALSE,7
The Pub,5300 Riverside Dr,41.41101164,-81.83870855,2,3,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,FALSE,4:0-20:0,4:0-20:0,4:0-20:0,4:0-20:0,4:0-20:0,4:0-20:0,4:0-19:0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,142
Wendy's,1331 W. 117Th Street,41.4855703,-81.7684235,1,1.5,Fast Food,other,other,TRUE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-3:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19
El Jalapeños,1313 W 117th St,41.4858431,-81.7684668,2,3.5,other,Mexican,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,TRUE,FALSE,12:0-21:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,146
Omar Grill,1701 E 12th St,41.50301,-81.68538,,4,other,Middle Eastern,other,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,,,,,,,,,,,,,,9
Popeyes Louisiana Kitchen,3855 Lee Rd,41.454738,-81.564544,1,1.5,Fast Food,Southern,other,,FALSE,,,,,,,10:30-22:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,,,,,,,,,,,,,FALSE,3
Cool Beanz,11038 Bellflower Rd,41.508117,-81.6086729,1,1.5,Bakeries,other,other,FALSE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Rally's,14911 Snow Road,41.4036811,-81.8001987,1,2,Fast Food,other,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-3:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Rally's,11607 Buckeye Rd,41.481223,-81.6026604,1,2,Fast Food,other,other,,,,none,FALSE,,,,10:0-3:0,10:0-3:0,10:0-3:0,10:0-3:0,10:0-4:0,10:0-5:0,10:0-5:0,,,,,,,,,,,,,,4
Krispy krunchy chicken,6206 Woodland Ave,41.4880323,-81.6466874,,3,Fast Food,other,other,TRUE,,,beer_and_wine,,FALSE,FALSE,FALSE,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,,,,,,,,,,,,,,4
Tremont Taphouse,2572 Scranton Rd,41.4771805,-81.695281,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,12:0-2:0,12:0-2:0,12:0-2:0,16:0-0:0,16:0-0:0,16:0-0:0,12:0-2:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,444
The Red Chimney,6501 Fleet Ave,41.4563071,-81.6447659,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46
Tick Tock Tavern,11526 Clifton Dr,41.4873908,-81.7671191,1,3,Bars,Greek,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,TRUE,FALSE,11:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,84
Panera Bread,11490 Euclid Ave,41.5099269,-81.603768,2,2,Bakeries,other,other,TRUE,TRUE,free,none,TRUE,FALSE,TRUE,FALSE,8:0-20:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,7:0-21:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,,FALSE,59
Rascal House Pizza,11316 Euclid Ave,41.5083581,-81.605532,1,2.5,other,other,other,TRUE,TRUE,free,none,TRUE,FALSE,FALSE,FALSE,10:0-1:0,8:0-2:30,8:0-2:30,8:0-2:30,8:0-2:30,8:0-2:30,8:0-2:30,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,49
Foundation Room,308 Euclid Ave,41.49929219,-81.69032385,3,4,Bars,other,other,FALSE,FALSE,no,full_bar,TRUE,TRUE,FALSE,TRUE,,,,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20
Flying Cranes Cafe,13006 Larchmere Blvd,41.487072,-81.591684,2,3.5,other,Japanese,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,10:30-15:0,,,11:30-15:0,17:30-20:0,17:30-20:0,17:30-20:0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,60
Wahlburgers,2105 Ontario St,41.497812,-81.691629,2,3.5,Burgers,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-22:0,11:0-23:0,11:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,279
Bruno's Ristorante,2644 W 41st St,41.4713385,-81.7136123,2,4,Event Planning & Services,Italian,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,16:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,16:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,,FALSE,,TRUE,173
Columbo Room,1988 Noble Rd,41.5400121,-81.5629315,1,5,other,other,other,FALSE,FALSE,,,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Starbucks,11302 Euclid Avenue,41.508233,-81.605894,1,3.5,Cafes,other,other,TRUE,FALSE,free,none,FALSE,TRUE,FALSE,FALSE,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,6:0-22:0,6:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25
Chipotle Mexican Grill,224 Euclid Ave,41.49939939,-81.69167679,1,2.5,Fast Food,Mexican,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61
Mel's Cafe,721 Bolivar Rd,41.497425,-81.686031,1,4.5,Cafes,other,other,TRUE,TRUE,free,none,FALSE,,,,8:0-14:0,,7:0-20:0,7:0-20:0,8:0-14:0,7:0-20:0,8:0-21:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,44
Wild Eagle Saloon,921 Huron Rd E,41.4996715,-81.6850508,2,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,FALSE,10:0-22:0,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,67
Taza A Lebanese Grill,1400 W 6th St,41.49888548,-81.69818845,2,4.5,Bars,Mediterranean,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,12:0-22:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,12:0-23:0,FALSE,,TRUE,TRUE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,353
Papa John's Pizza,5358 Turney Rd,41.416393,-81.6058962,1,2.5,other,other,other,,TRUE,,,,,,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,5
Cleveland Deli and Beverage,14939 Puritas Ave,41.433372,-81.8008714,1,3.5,Delis,other,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Great Lakes Brewing Company,2516 Market Ave,41.484399,-81.7045211,2,4,Event Planning & Services,other,other,TRUE,,free,full_bar,TRUE,FALSE,FALSE,FALSE,12:0-22:0,,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:0-1:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,995
Gus's Diner One Eight Five,797 E 185th St,41.5857118,-81.5495567,1,3.5,Diners,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31
Charley's Philly Steaks,230 W Huron Rd,41.4971659,-81.6940644,,1,other,other,other,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Steve's Hot Dogs Diner,6850 Biddulph Plz,41.4303616,-81.7332512,1,4,Diners,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45
Common Grounds,17104 Lorain Ave,41.4505196,-81.8160821,1,4,Cafes,other,other,TRUE,TRUE,free,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,39
Pulp Juice And Smoothie Bar,11501 Clifton Blvd.,41.48683835,-81.76654959,2,4,Bars,other,other,,,free,,TRUE,FALSE,TRUE,FALSE,10:0-20:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,9:0-21:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16
Mama Santa's,12301 Mayfield Rd,41.5088577,-81.5972412,2,3.5,other,Italian,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,308
Critics Cafe,"200 Public Sq, Ste 103",41.5000373,-81.6919258,,2.5,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Natey's Breakfast and More,6116 Wilson Mills Rd,41.53608677,-81.45905948,,2.5,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Flying Fig,2523 Market Ave,41.48418051,-81.70431391,2,4,Bars,other,veg,FALSE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,17:0-22:0,,,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,466
B&M Bar-b-que,"300 E 152nd St, Ste 358",41.573172,-81.575503,1,3,other,other,other,FALSE,FALSE,no,,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14
Burger King,4123 Pearl Rd,41.4430534,-81.7034948,1,3.5,Fast Food,other,other,TRUE,,,none,FALSE,FALSE,FALSE,FALSE,7:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-1:0,6:0-1:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Cathy's - Gourmet Ice Cream Sandwiches,401 Euclid Ave,41.4999744,-81.6902403,1,4,other,other,other,,,no,,,,FALSE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,,,,,,,,,,,,,,87
Touch Supper Truck,,41.4857101,-81.6966306,1,4.5,other,other,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Burger King,2828 Carnegie Ave,41.499427,-81.6680124,1,2,Fast Food,other,other,TRUE,,no,,FALSE,FALSE,FALSE,FALSE,7:0-22:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Mia Bella Restaurant,12200 Mayfield Rd,41.5085071,-81.5978057,2,4.5,other,Italian,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,12:0-21:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,12:0-23:0,12:0-23:0,FALSE,FALSE,,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,616
Famous Gyro George,6700 Harvard Ave,41.4477534,-81.6427777,1,2.5,other,Greek,other,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3
Pizza Hut,7941 Euclid Ave,41.5042823,-81.6327169,1,1.5,other,Italian,other,TRUE,TRUE,,none,FALSE,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,FALSE,10
Ocho Rios True Island Cuisine,1007 Ivanhoe Rd,41.5521079,-81.5733489,1,3.5,other,Caribbean,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23
Don's Lighthouse,8905 Lake Ave,41.484518,-81.746095,2,3.5,Steakhouses,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,TRUE,TRUE,16:0-21:30,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,17:0-0:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,158
Nana's Kitchen,4193 W 150th St,41.44080016,-81.80005789,2,2.5,other,Italian,other,TRUE,FALSE,,None,FALSE,,,,,,,,,,,,,,,,,,,,,,,TRUE,9
Sokolowski's University Inn,1201 University Rd,41.4847881,-81.6900652,2,4.5,Bars,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,17:0-21:0,16:0-21:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,549
Papa Nick's Pizza & Pasta,11534 Clifton Blvd,41.487438,-81.767195,1,3.5,other,other,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,13:0-21:0,16:0-22:0,16:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,FALSE,,TRUE,TRUE,FALSE,,,FALSE,,TRUE,,,FALSE,48
Wendy's,8104 Broadway,41.4511779,-81.6309292,1,2.5,Fast Food,other,other,TRUE,FALSE,,,FALSE,,,,11:0-22:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-0:0,10:30-0:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Chapati Indian Grill,2215 Chester Ave,41.50383816,-81.67554328,1,2.5,other,Indian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,12:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33
Nate's Deli & Restaurant,22098 Lorain Rd,41.4414284,-81.8657414,1,3.5,Delis,Middle Eastern,other,TRUE,FALSE,no,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,20
Banana Blossom Thai Cuisine,2800 Clinton Ave,41.4889136,-81.7090449,2,4,other,Thai,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,16:0-21:0,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,16:0-22:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,186
Hodge's,668 Euclid Ave,41.4995379,-81.6882473,2,4,Bars,other,other,FALSE,TRUE,no,full_bar,TRUE,TRUE,FALSE,FALSE,16:0-21:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,371
Einstein Bros,11100 Euclid Ave,41.506638,-81.604965,1,3,Fast Food,other,other,TRUE,FALSE,,none,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,7
Las Dos Fronteras,3292 Fulton Rd,41.4645484,-81.7094175,1,3.5,other,Mexican,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52
The South Side,2207 W 11th St,41.4820374,-81.6890058,2,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,10:30-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:30-2:0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,360
Red The Steakhouse,417 Prospect Ave E,41.4985864,-81.6895733,3,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-0:0,17:0-0:0,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,237
District,1350 Euclid Ave,41.50023336,-81.68149383,2,3.5,other,other,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,FALSE,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,130
Tandul,2505 Professor Ave,41.477919,-81.6825795,2,4,Bars,Indian,other,TRUE,TRUE,no,full_bar,TRUE,FALSE,TRUE,FALSE,12:0-22:30,14:0-22:0,14:0-22:0,14:0-22:0,14:0-22:0,12:0-22:30,12:0-22:30,FALSE,FALSE,TRUE,TRUE,,FALSE,,,FALSE,TRUE,,,TRUE,194
Zaytoon Lebanese Kitchen,1150 Huron Rd E,41.4999353,-81.6833204,2,4.5,other,Middle Eastern,other,TRUE,FALSE,,none,TRUE,FALSE,FALSE,FALSE,,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,10:30-15:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,FALSE,68
Caribe Bake Shop,2906 Fulton Rd,41.4723506,-81.7077925,1,4,Bakeries,Latin American,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,7:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62
Georgio's Oven Fresh Pizza,3888 W 130th St,41.4483738,-81.780176,1,2.5,other,other,other,FALSE,TRUE,,none,FALSE,,,,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,FALSE,5
Our Town and All Around Dining Directory,6110 Mayfield Rd,41.5197998,-81.4592481,,3.5,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Earth Bistro Cafe,11100 Clifton Ave,41.4863845,-81.7626989,2,4.5,Bars,other,veg,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,10:0-15:0,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,169
